"LATITUDE","LONGITUDE","GEOGRAPHY_NAME","GEOGRAPHY_NAME_TYPE","NUMERIC_VALUE","NUMERIC_VALUE_TYPE","GEOGRAPHIC_POPULATION","NUMERIC_VALUE_FOR_COLORING","OPACITY_VALUE_0_THRU_LT_1","RADIUS_VALUE_0_THRU_100","RECORD_NO","COLOR_NAME"
"33.6205430000","-84.3581810000","Forest Park city,GA","City","40.0000000000","Weather (NRP)","19723","-40",".80","1","1142","ORANGE"
"37.0461110000","-100.9296090000","Liberal city,KS","City","97.0000000000","Weather (NRP)","19731","-97",".09","1","1143","YELLOW"
"40.3806420000","-79.9452030000","Baldwin borough,PA","City","52.0000000000","Weather (NRP)","19752","-52",".44","1","1144","ORANGE"
"37.0336000000","-93.2180440000","Ozark city,MO","City","68.0000000000","Weather (NRP)","19767","-68",".96","1","1145","YELLOW"
"41.9165860000","-83.3843240000","Monroe city,MI","City","80.0000000000","Weather (NRP)","19775","-80",".60","1","1146","YELLOW"
"33.8602240000","-84.0062950000","Snellville city,GA","City","72.0000000000","Weather (NRP)","19778","-72",".84","1","1147","YELLOW"
"44.9024140000","-93.0853270000","West St. Paul city,MN","City","44.0000000000","Weather (NRP)","19779","-44",".68","1","1148","ORANGE"
"36.1364820000","-96.1319700000","Sand Springs city,OK","City","30.0000000000","Weather (NRP)","19794","-30",".10","1","1149","RED"
"37.4304670000","-77.4744940000","Meadowbrook CDP,VA","City","21.0000000000","Weather (NRP)","19811","-21",".37","1","1150","RED"
"39.7000960000","-75.1114230000","Glassboro borough,NJ","City","53.0000000000","Weather (NRP)","19826","-53",".41","1","1151","ORANGE"
"48.1192360000","-123.4480130000","Port Angeles city,WA","City","63.0000000000","Weather (NRP)","19832","-63",".11","1","1152","ORANGE"
"40.3576670000","-79.9053970000","West Mifflin borough,PA","City","52.0000000000","Weather (NRP)","19834","-52",".44","1","1153","ORANGE"
"40.0358820000","-111.7388050000","Payson city,UT","City","82.0000000000","Weather (NRP)","19842","-82",".54","1","1154","YELLOW"
"39.3271590000","-76.5083770000","Rosedale CDP,MD","City","62.0000000000","Weather (NRP)","19842","-62",".14","1","1155","ORANGE"
"41.7216350000","-81.2583570000","Painesville city,OH","City","88.0000000000","Weather (NRP)","19845","-88",".36","1","1156","YELLOW"
"35.3733110000","-86.2182770000","Tullahoma city,TN","City","98.0000000000","Weather (NRP)","19852","-98",".06","1","1157","YELLOW"
"39.1604910000","-84.4535420000","Norwood city,OH","City","50.0000000000","Weather (NRP)","19883","-50",".50","1","1158","ORANGE"
"34.0123320000","-117.9043630000","South San Jose Hills CDP,CA","City","9.0000000000","Weather (NRP)","19977","-9",".73","1","1159","RED"
"39.6309380000","-84.2707420000","Miamisburg city,OH","City","48.0000000000","Weather (NRP)","19993","-48",".56","1","1160","ORANGE"
"35.2904050000","-81.5456450000","Shelby city,NC","City","78.0000000000","Weather (NRP)","20007","-78",".66","1","1161","YELLOW"
"41.6559560000","-83.4383250000","Oregon city,OH","City","29.0000000000","Weather (NRP)","20017","-29",".13","1","1162","RED"
"42.7793530000","-73.9601420000","Rotterdam CDP,NY","City","57.0000000000","Weather (NRP)","20018","-57",".29","1","1163","ORANGE"
"39.9598830000","-75.6054220000","West Chester borough,PA","City","57.0000000000","Weather (NRP)","20034","-57",".29","1","1164","ORANGE"
"41.3833860000","-81.7612730000","Parma Heights city,OH","City","63.0000000000","Weather (NRP)","20045","-63",".11","1","1165","ORANGE"
"39.5647700000","-119.1894330000","Fernley city,NV","City","6.0000000000","Weather (NRP)","20068","-6",".82","1","1166","RED"
"34.9089050000","-76.8994690000","Havelock city,NC","City","16.0000000000","Weather (NRP)","20086","-16",".52","1","1167","RED"
"29.6243530000","-90.7510360000","Bayou Cane CDP,LA","City","91.0000000000","Weather (NRP)","20093","-91",".27","1","1168","YELLOW"
"30.2297920000","-93.3563430000","Sulphur city,LA","City","20.0000000000","Weather (NRP)","20113","-20",".40","1","1169","RED"
"45.0491040000","-93.2467490000","Columbia Heights city,MN","City","27.0000000000","Weather (NRP)","20118","-27",".19","1","1170","RED"
"42.4592100000","-83.1313660000","Ferndale city,MI","City","52.0000000000","Weather (NRP)","20137","-52",".44","1","1171","ORANGE"
"38.7623810000","-93.7253370000","Warrensburg city,MO","City","51.0000000000","Weather (NRP)","20139","-51",".47","1","1172","ORANGE"
"33.8333160000","-117.2852170000","Mead Valley CDP,CA","City","10.0000000000","Weather (NRP)","20145","-10",".70","1","1173","RED"
"38.5499100000","-90.3264220000","Affton CDP,MO","City","49.0000000000","Weather (NRP)","20148","-49",".53","1","1174","ORANGE"
"47.0001680000","-120.5479360000","Ellensburg city,WA","City","73.0000000000","Weather (NRP)","20167","-73",".81","1","1175","YELLOW"
"37.9459400000","-91.7612020000","Rolla city,MO","City","98.0000000000","Weather (NRP)","20169","-98",".06","1","1176","YELLOW"
"37.4125760000","-94.6983400000","Pittsburg city,KS","City","93.0000000000","Weather (NRP)","20171","-93",".21","1","1177","YELLOW"
"44.8880270000","-93.0404970000","South St. Paul city,MN","City","42.0000000000","Weather (NRP)","20194","-42",".74","1","1178","ORANGE"
"47.4762890000","-122.2757400000","Tukwila city,WA","City","6.0000000000","Weather (NRP)","20196","-6",".82","1","1179","RED"
"31.3619280000","-110.9348200000","Nogales city,AZ","City","53.0000000000","Weather (NRP)","20201","-53",".41","1","1180","ORANGE"
"33.7301250000","-116.9409790000","East Hemet CDP,CA","City","37.0000000000","Weather (NRP)","20211","-37",".89","1","1181","ORANGE"
"39.1241420000","-121.5421730000","Linda CDP,CA","City","29.0000000000","Weather (NRP)","20228","-29",".13","1","1182","RED"
"34.6150590000","-92.4913380000","Bryant city,AR","City","33.0000000000","Weather (NRP)","20231","-33",".01","1","1183","RED"
"27.4330200000","-82.5780720000","Bayshore Gardens CDP,FL","City","88.0000000000","Weather (NRP)","20287","-88",".36","1","1184","YELLOW"
"34.2152440000","-78.0335570000","Leland town,NC","City","15.0000000000","Weather (NRP)","20294","-15",".55","1","1185","RED"
"39.3888010000","-74.5142880000","Pleasantville city,NJ","City","20.0000000000","Weather (NRP)","20301","-20",".40","1","1186","RED"
"38.7533760000","-82.9494660000","Portsmouth city,OH","City","70.0000000000","Weather (NRP)","20311","-70",".90","1","1187","YELLOW"
"36.0332230000","-80.3866990000","Clemmons village,NC","City","60.0000000000","Weather (NRP)","20313","-60",".20","1","1188","ORANGE"
"44.4526690000","-93.1756880000","Northfield city,MN","City","72.0000000000","Weather (NRP)","20347","-72",".84","1","1189","YELLOW"
"40.8670680000","-82.3151520000","Ashland city,OH","City","15.0000000000","Weather (NRP)","20390","-15",".55","1","1190","RED"
"35.2750990000","-77.5933680000","Kinston city,NC","City","77.0000000000","Weather (NRP)","20398","-77",".69","1","1191","YELLOW"
"29.5520000000","-98.3075770000","Universal City city,TX","City","11.0000000000","Weather (NRP)","20459","-11",".67","1","1192","RED"
"39.4837500000","-88.1779160000","Charleston city,IL","City","92.0000000000","Weather (NRP)","20464","-92",".24","1","1193","YELLOW"
"43.1694600000","-78.6958070000","Lockport city,NY","City","27.0000000000","Weather (NRP)","20490","-27",".19","1","1194","RED"
"34.1911190000","-101.7235010000","Plainview city,TX","City","94.0000000000","Weather (NRP)","20492","-94",".18","1","1195","YELLOW"
"40.3501650000","-104.7483550000","Evans city,CO","City","91.0000000000","Weather (NRP)","20533","-91",".27","1","1196","YELLOW"
"41.5743600000","-88.1132610000","Crest Hill city,IL","City","95.0000000000","Weather (NRP)","20550","-95",".15","1","1197","YELLOW"
"41.8987800000","-84.0448290000","Adrian city,MI","City","90.0000000000","Weather (NRP)","20572","-90",".30","1","1198","YELLOW"
"40.2895270000","-84.1667290000","Sidney city,OH","City","81.0000000000","Weather (NRP)","20590","-81",".57","1","1199","YELLOW"
"32.2145440000","-98.2198850000","Stephenville city,TX","City","82.0000000000","Weather (NRP)","20603","-82",".54","1","1200","YELLOW"
"42.5842060000","-71.9887370000","Gardner city,MA","City","65.0000000000","Weather (NRP)","20610","-65",".05","1","1201","ORANGE"
"38.4594920000","-82.6450810000","Ashland city,KT","City","12.0000000000","Weather (NRP)","20626","-12",".64","1","1202","RED"
"39.4255510000","-84.2131890000","Lebanon city,OH","City","95.0000000000","Weather (NRP)","20642","-95",".15","1","1203","YELLOW"
"30.5056500000","-90.4564930000","Hammond city,LA","City","60.0000000000","Weather (NRP)","20668","-60",".20","1","1204","ORANGE"
"39.7424830000","-105.2105610000","Golden city,CO","City","55.0000000000","Weather (NRP)","20693","-55",".35","1","1205","ORANGE"
"28.8813980000","-81.3242700000","DeBary city,FL","City","85.0000000000","Weather (NRP)","20696","-85",".45","1","1206","YELLOW"
"28.8559800000","-81.6768000000","Eustis city,FL","City","94.0000000000","Weather (NRP)","20700","-94",".18","1","1207","YELLOW"
"34.0503770000","-118.0483840000","South El Monte city,CA","City","9.0000000000","Weather (NRP)","20721","-9",".73","1","1208","RED"
"38.7488290000","-90.2958270000","Ferguson city,MO","City","59.0000000000","Weather (NRP)","20738","-59",".23","1","1209","ORANGE"
"39.0767080000","-108.4604690000","Clifton CDP,CO","City","4.0000000000","Weather (NRP)","20748","-4",".88","1","1210","RED"
"29.4517170000","-95.0562380000","Dickinson city,TX","City","17.0000000000","Weather (NRP)","20754","-17",".49","1","1211","RED"
"28.1862160000","-82.7426370000","Holiday CDP,FL","City","46.0000000000","Weather (NRP)","20816","-46",".62","1","1212","ORANGE"
"28.3597570000","-81.4370450000","Hunters Creek CDP,FL","City","40.0000000000","Weather (NRP)","20817","-40",".80","1","1213","ORANGE"
"46.5506980000","-87.3958330000","Marquette city,MI","City","91.0000000000","Weather (NRP)","20822","-91",".27","1","1214","YELLOW"
"42.2443540000","-83.6211600000","Ypsilanti city,MI","City","45.0000000000","Weather (NRP)","20828","-45",".65","1","1215","ORANGE"
"39.9314330000","-77.6556420000","Chambersburg borough,PA","City","84.0000000000","Weather (NRP)","20832","-84",".48","1","1216","YELLOW"
"39.6188950000","-75.6808210000","Bear CDP,DE","City","11.0000000000","Weather (NRP)","20850","-11",".67","1","1217","RED"
"34.8656270000","-118.2147670000","Rosamond CDP,CA","City","6.0000000000","Weather (NRP)","20851","-6",".82","1","1218","RED"
"25.7777300000","-80.3791930000","Sweetwater city,FL","City","57.0000000000","Weather (NRP)","20865","-57",".29","1","1219","ORANGE"
"34.1645790000","-84.8017040000","Cartersville city,GA","City","77.0000000000","Weather (NRP)","20870","-77",".69","1","1220","YELLOW"
"38.8822270000","-99.3222250000","Hays city,KS","City","99.0000000000","Weather (NRP)","20899","-99",".03","1","1221","YELLOW"
"31.8408430000","-111.0044820000","Green Valley CDP,AZ","City","7.0000000000","Weather (NRP)","20902","-7",".79","1","1222","RED"
"34.8827350000","-82.3317150000","Wade Hampton CDP,SC","City","21.0000000000","Weather (NRP)","20906","-21",".37","1","1223","RED"
"41.5198670000","-90.3879040000","East Moline city,IL","City","62.0000000000","Weather (NRP)","20916","-62",".14","1","1224","ORANGE"
"34.8173330000","-82.5844120000","Easley city,SC","City","88.0000000000","Weather (NRP)","20923","-88",".36","1","1225","YELLOW"
"45.0359430000","-93.3868860000","New Hope city,MN","City","41.0000000000","Weather (NRP)","20925","-41",".77","1","1226","ORANGE"
"34.6306080000","-79.0186010000","Lumberton city,NC","City","90.0000000000","Weather (NRP)","20928","-90",".30","1","1227","YELLOW"
"30.2335710000","-85.6369170000","Lynn Haven city,FL","City","28.0000000000","Weather (NRP)","20948","-28",".16","1","1228","RED"
"42.9126430000","-87.8623120000","South Milwaukee city,WI","City","33.0000000000","Weather (NRP)","20957","-33",".01","1","1229","RED"
"34.0510980000","-81.1056130000","St. Andrews CDP,SC","City","22.0000000000","Weather (NRP)","20990","-22",".34","1","1230","RED"
"45.4441240000","-122.6209150000","Milwaukie city,OR","City","11.0000000000","Weather (NRP)","21009","-11",".67","1","1231","RED"
"34.0714930000","-117.6980800000","Montclair city,CA","City","26.0000000000","Weather (NRP)","39155","-26",".22","1","1848","RED"
"32.5962030000","-96.7737890000","Lancaster city,TX","City","47.0000000000","Weather (NRP)","39214","-47",".59","1","1849","ORANGE"
"41.5480060000","-72.0894540000","Norwich city,CT","City","31.0000000000","Weather (NRP)","39260","-31",".07","1","1850","RED"
"41.2395640000","-80.8160150000","Warren city,OH","City","51.0000000000","Weather (NRP)","39307","-51",".47","1","1851","ORANGE"
"42.0453940000","-91.5861550000","Marion city,IA","City","55.0000000000","Weather (NRP)","39328","-55",".35","1","1852","ORANGE"
"32.6459500000","-96.9138700000","Duncanville city,TX","City","58.0000000000","Weather (NRP)","39415","-58",".26","1","1853","ORANGE"
"39.3013590000","-76.4444260000","Essex CDP,MD","City","55.0000000000","Weather (NRP)","39437","-55",".35","1","1854","ORANGE"
"37.3100880000","-89.5580280000","Cape Girardeau city,MO","City","61.0000000000","Weather (NRP)","39566","-61",".17","1","1855","ORANGE"
"38.7511300000","-104.7160230000","Security-Widefield CDP,CO","City","19.0000000000","Weather (NRP)","39612","-19",".43","1","1856","RED"
"25.9839550000","-80.1407660000","Hallandale Beach city,FL","City","64.0000000000","Weather (NRP)","39656","-64",".08","1","1857","ORANGE"
"33.9408480000","-80.3955430000","Sumter city,SC","City","29.0000000000","Weather (NRP)","39800","-29",".13","1","1858","RED"
"32.6849310000","-115.4943570000","Calexico city,CA","City","70.0000000000","Weather (NRP)","39946","-70",".90","1","1859","YELLOW"
"34.2901000000","-83.8291060000","Gainesville city,GA","City","90.0000000000","Weather (NRP)","39991","-90",".30","1","1860","YELLOW"
"42.3968240000","-71.0313480000","Chelsea city,MA","City","36.0000000000","Weather (NRP)","39992","-36",".92","1","1861","ORANGE"
"39.8588810000","-84.1128930000","Huber Heights city,OH","City","52.0000000000","Weather (NRP)","40006","-52",".44","1","1862","ORANGE"
"34.0323330000","-117.9535200000","La Puente city,CA","City","10.0000000000","Weather (NRP)","40020","-10",".70","1","1863","RED"
"35.0086230000","-106.6822180000","South Valley CDP,NM","City","8.0000000000","Weather (NRP)","40080","-8",".76","1","1864","RED"
"39.6397850000","-77.7214700000","Hagerstown city,MD","City","66.0000000000","Weather (NRP)","40152","-66",".02","1","1865","ORANGE"
"39.7247370000","-82.6052750000","Lancaster city,OH","City","69.0000000000","Weather (NRP)","40159","-69",".93","1","1866","YELLOW"
"42.2116580000","-72.6424480000","Holyoke city,MA","City","31.0000000000","Weather (NRP)","40241","-31",".07","1","1867","RED"
"35.1273710000","-114.5559900000","Bullhead City city,AZ","City","72.0000000000","Weather (NRP)","40252","-72",".84","1","1868","YELLOW"
"39.9336750000","-91.3793040000","Quincy city,IL","City","24.0000000000","Weather (NRP)","40280","-24",".28","1","1869","RED"
"34.8303230000","-87.6661390000","Florence city,AL","City","19.0000000000","Weather (NRP)","40309","-19",".43","1","1870","RED"
"26.1605490000","-97.9876540000","Weslaco city,TX","City","18.0000000000","Weather (NRP)","40464","-18",".46","1","1871","RED"
"39.3055040000","-76.7477830000","Woodlawn CDP,MD","City","48.0000000000","Weather (NRP)","40469","-48",".56","1","1872","ORANGE"
"26.6275770000","-80.1372080000","Greenacres city,FL","City","53.0000000000","Weather (NRP)","40529","-53",".41","1","1873","ORANGE"
"45.0190150000","-93.0310600000","Maplewood city,MN","City","49.0000000000","Weather (NRP)","40545","-49",".53","1","1874","ORANGE"
"39.0351090000","-84.5196480000","Covington city,KT","City","42.0000000000","Weather (NRP)","40548","-42",".74","1","1875","ORANGE"
"40.2864760000","-83.0748640000","Delaware city,OH","City","73.0000000000","Weather (NRP)","40568","-73",".81","1","1876","YELLOW"
"33.3983140000","-111.5353460000","Apache Junction city,AZ","City","70.0000000000","Weather (NRP)","40592","-70",".90","1","1877","YELLOW"
"47.5398770000","-122.7170480000","Bremerton city,WA","City","8.0000000000","Weather (NRP)","40631","-8",".76","1","1878","RED"
"35.7415090000","-81.3227640000","Hickory city,NC","City","15.0000000000","Weather (NRP)","40634","-15",".55","1","1879","RED"
"42.6019770000","-71.8158700000","Fitchburg city,MA","City","48.0000000000","Weather (NRP)","40702","-48",".56","1","1880","ORANGE"
"41.2465610000","-75.8756890000","Wilkes-Barre city,PA","City","13.0000000000","Weather (NRP)","40867","-13",".61","1","1881","RED"
"38.0672910000","-97.9095200000","Hutchinson city,KS","City","99.0000000000","Weather (NRP)","40914","-99",".03","1","1882","YELLOW"
"42.5195240000","-92.4540010000","Cedar Falls city,IA","City","50.0000000000","Weather (NRP)","40983","-50",".50","1","1883","ORANGE"
"47.1792230000","-122.2891910000","Puyallup city,WA","City","6.0000000000","Weather (NRP)","40991","-6",".82","1","1884","RED"
"36.5833340000","-79.4080710000","Danville city,VA","City","72.0000000000","Weather (NRP)","41070","-72",".84","1","1885","YELLOW"
"28.0458360000","-81.7327430000","Winter Haven city,FL","City","89.0000000000","Weather (NRP)","41248","-89",".33","1","1886","YELLOW"
"41.0473640000","-83.6380930000","Findlay city,OH","City","41.0000000000","Weather (NRP)","41335","-41",".77","1","1887","ORANGE"
"40.7523320000","-74.1230930000","Kearny town,NJ","City","25.0000000000","Weather (NRP)","41412","-25",".25","1","1888","RED"
"42.1388380000","-72.7559110000","Westfield city,MA","City","52.0000000000","Weather (NRP)","41449","-52",".44","1","1889","ORANGE"
"33.8144690000","-84.5657480000","Mableton CDP,GA","City","29.0000000000","Weather (NRP)","41487","-29",".13","1","1890","RED"
"38.5159730000","-89.9897790000","Belleville city,IL","City","52.0000000000","Weather (NRP)","41585","-52",".44","1","1891","ORANGE"
"30.7005420000","-95.5548900000","Huntsville city,TX","City","73.0000000000","Weather (NRP)","41592","-73",".81","1","1892","YELLOW"
"42.0017080000","-71.4999470000","Woonsocket city,RI","City","51.0000000000","Weather (NRP)","41603","-51",".47","1","1893","ORANGE"
"42.5208760000","-71.7706110000","Leominster city,MA","City","47.0000000000","Weather (NRP)","41606","-47",".59","1","1894","ORANGE"
"41.4823330000","-90.4934070000","Moline city,IL","City","62.0000000000","Weather (NRP)","41920","-62",".14","1","1895","ORANGE"
"43.6247960000","-84.2319840000","Midland city,MI","City","48.0000000000","Weather (NRP)","41920","-48",".56","1","1896","ORANGE"
"32.9949060000","-80.0092450000","Goose Creek city,SC","City","26.0000000000","Weather (NRP)","41978","-26",".22","1","1897","RED"
"44.1711090000","-93.9774990000","Mankato city,MN","City","86.0000000000","Weather (NRP)","42093","-86",".42","1","1898","YELLOW"
"40.6273370000","-74.2363100000","Linden city,NJ","City","72.0000000000","Weather (NRP)","42222","-72",".84","1","1899","YELLOW"
"40.7909940000","-77.8568180000","State College borough,PA","City","79.0000000000","Weather (NRP)","42275","-79",".63","1","1900","YELLOW"
"28.3331790000","-81.6474920000","Four Corners CDP,FL","City","80.0000000000","Weather (NRP)","42346","-80",".60","1","1901","YELLOW"
"33.9643790000","-118.1544370000","Bell Gardens city,CA","City","7.0000000000","Weather (NRP)","42421","-7",".79","1","1902","RED"
"33.6285960000","-96.6267220000","Sherman city,TX","City","95.0000000000","Weather (NRP)","42432","-95",".15","1","1903","YELLOW"
"29.2932760000","-81.1014470000","Ormond Beach city,FL","City","10.0000000000","Weather (NRP)","42545","-10",".70","1","1904","RED"
"44.4919270000","-73.2388820000","Burlington city,VT","City","32.0000000000","Weather (NRP)","42545","-32",".04","1","1905","RED"
"39.3314200000","-84.5427160000","Fairfield city,OH","City","50.0000000000","Weather (NRP)","42634","-50",".50","1","1906","ORANGE"
"40.1101260000","-88.1973230000","Urbana city,IL","City","69.0000000000","Weather (NRP)","42718","-69",".93","1","1907","YELLOW"
"42.4518400000","-73.2606850000","Pittsfield city,MA","City","71.0000000000","Weather (NRP)","42766","-71",".87","1","1908","YELLOW"
"26.7179560000","-81.8458110000","North Fort Myers CDP,FL","City","23.0000000000","Weather (NRP)","42770","-23",".31","1","1909","RED"
"34.5858420000","-112.4462410000","Prescott city,AZ","City","48.0000000000","Weather (NRP)","42785","-48",".56","1","1910","ORANGE"
"38.3476170000","-122.7008960000","Rohnert Park city,CA","City","74.0000000000","Weather (NRP)","42902","-74",".78","1","1911","YELLOW"
"41.9318230000","-88.7479640000","DeKalb city,IL","City","95.0000000000","Weather (NRP)","42908","-95",".15","1","1912","YELLOW"
"43.7721820000","-88.4402640000","Fond du Lac city,WI","City","86.0000000000","Weather (NRP)","42909","-86",".42","1","1913","YELLOW"
"38.5674610000","-92.1752540000","Jefferson City city,MO","City","16.0000000000","Weather (NRP)","42919","-16",".52","1","1914","RED"
"46.8647040000","-96.7445520000","Moorhead city,MN","City","48.0000000000","Weather (NRP)","42939","-48",".56","1","1915","ORANGE"
"25.9299960000","-80.1651790000","North Miami Beach city,FL","City","56.0000000000","Weather (NRP)","42971","-56",".32","1","1916","ORANGE"
"36.1008190000","-115.0379040000","Whitney CDP,NV","City","3.0000000000","Weather (NRP)","42973","-3",".91","1","1917","RED"
"29.7930230000","-95.1144820000","Channelview CDP,TX","City","22.0000000000","Weather (NRP)","43055","-22",".34","1","1918","RED"
"33.9671500000","-84.2323280000","Peachtree Corners city,GA","City","77.0000000000","Weather (NRP)","43057","-77",".69","1","1919","YELLOW"
"34.2115910000","-92.0175550000","Pine Bluff city,AR","City","92.0000000000","Weather (NRP)","43091","-92",".24","1","1920","YELLOW"
"34.6626890000","-120.4708370000","Lompoc city,CA","City",".0000000000","Weather (NRP)","43232","0",".99","1","1921","RED"
"43.2324930000","-71.5612520000","Concord city,NH","City","5.0000000000","Weather (NRP)","43244","-5",".85","1","1922","RED"
"42.4992480000","-70.8982040000","Salem city,MA","City","52.0000000000","Weather (NRP)","43252","-52",".44","1","1923","ORANGE"
"31.5654100000","-110.3145080000","Sierra Vista city,AZ","City","74.0000000000","Weather (NRP)","43398","-74",".78","1","1924","YELLOW"
"28.5412170000","-81.5912410000","Winter Garden city,FL","City","35.0000000000","Weather (NRP)","43648","-35",".95","1","1925","ORANGE"
"28.6610220000","-81.3946810000","Altamonte Springs city,FL","City","55.0000000000","Weather (NRP)","43810","-55",".35","1","1926","ORANGE"
"40.5080520000","-78.4011140000","Altoona city,PA","City","20.0000000000","Weather (NRP)","43987","-20",".40","1","1927","RED"
"32.7863510000","-115.5602060000","El Centro city,CA","City","69.0000000000","Weather (NRP)","44003","-69",".93","1","1928","YELLOW"
"26.2124500000","-80.2213920000","North Lauderdale city,FL","City","54.0000000000","Weather (NRP)","44020","-54",".38","1","1929","ORANGE"
"39.9647980000","-76.7318400000","York city,PA","City","21.0000000000","Weather (NRP)","44022","-21",".37","1","1930","RED"
"32.8176980000","-97.2711520000","Haltom City city,TX","City","41.0000000000","Weather (NRP)","44223","-41",".77","1","1931","ORANGE"
"37.2312640000","-80.4267450000","Blacksburg town,VA","City","77.0000000000","Weather (NRP)","44303","-77",".69","1","1932","YELLOW"
"34.5979210000","-112.3185320000","Prescott Valley town,AZ","City","47.0000000000","Weather (NRP)","44311","-47",".59","1","1933","ORANGE"
"40.8893980000","-74.0456980000","Hackensack city,NJ","City","52.0000000000","Weather (NRP)","44339","-52",".44","1","1934","ORANGE"
"41.6614780000","-70.3569510000","Barnstable Town city,MA","City","93.0000000000","Weather (NRP)","44406","-93",".21","1","1935","YELLOW"
"41.5110750000","-81.5617660000","Cleveland Heights city,OH","City","61.0000000000","Weather (NRP)","44571","-61",".17","1","1936","ORANGE"
"35.1824170000","-84.8697330000","Cleveland city,TN","City","83.0000000000","Weather (NRP)","44595","-83",".51","1","1937","YELLOW"
"26.1790510000","-80.1524110000","Oakland Park city,FL","City","57.0000000000","Weather (NRP)","44699","-57",".29","1","1938","ORANGE"
"19.6887480000","-155.0828920000","Hilo CDP,HI","City","17.0000000000","Weather (NRP)","45056","-17",".49","1","1939","RED"
"42.1013310000","-75.9093690000","Binghamton city,NY","City","36.0000000000","Weather (NRP)","45140","-36",".92","1","1940","ORANGE"
"33.6905450000","-116.1430540000","Coachella city,CA","City","35.0000000000","Weather (NRP)","45181","-35",".95","1","1941","ORANGE"
"36.7538330000","-108.1805300000","Farmington city,NM","City","5.0000000000","Weather (NRP)","45258","-5",".85","1","1942","RED"
"27.4261120000","-80.3424880000","Fort Pierce city,FL","City","16.0000000000","Weather (NRP)","45329","-16",".52","1","1943","RED"
"42.8377770000","-78.7512330000","West Seneca CDP,NY","City","29.0000000000","Weather (NRP)","45344","-29",".13","1","1944","RED"
"30.4266630000","-88.9357620000","Biloxi city,MS","City","22.0000000000","Weather (NRP)","45906","-22",".34","1","1945","RED"
"28.5733680000","-80.8194040000","Titusville city,FL","City","92.0000000000","Weather (NRP)","45932","-92",".24","1","1946","YELLOW"
"31.3073050000","-89.3174340000","Hattiesburg city,MS","City","88.0000000000","Weather (NRP)","46098","-88",".36","1","1947","YELLOW"
"42.4059380000","-71.0546490000","Everett city,MA","City","39.0000000000","Weather (NRP)","46118","-39",".83","1","1948","ORANGE"
"41.5486110000","-72.6567840000","Middletown city,CT","City","42.0000000000","Weather (NRP)","46511","-42",".74","1","1949","ORANGE"
"40.7667200000","-82.5308200000","Mansfield city,OH","City","56.0000000000","Weather (NRP)","46576","-56",".32","1","1950","ORANGE"
"38.4106510000","-82.4346890000","Huntington city,WV","City","18.0000000000","Weather (NRP)","46667","-18",".46","1","1951","RED"
"45.6831550000","-111.0537820000","Bozeman city,MT","City","27.0000000000","Weather (NRP)","46746","-27",".19","1","1952","RED"
"38.8140030000","-97.6144630000","Salina city,KS","City","49.0000000000","Weather (NRP)","46998","-49",".53","1","1953","ORANGE"
"31.2934490000","-92.4701890000","Alexandria city,LA","City","84.0000000000","Weather (NRP)","47012","-84",".48","1","1954","YELLOW"
"38.0376580000","-78.4853810000","Charlottesville city,VA","City","71.0000000000","Weather (NRP)","47096","-71",".87","1","1955","YELLOW"
"41.6901590000","-81.3358800000","Mentor city,OH","City","96.0000000000","Weather (NRP)","47096","-96",".12","1","1956","YELLOW"
"41.5921540000","-81.5196780000","Euclid city,OH","City","75.0000000000","Weather (NRP)","47159","-75",".75","1","1957","YELLOW"
"42.5075860000","-82.9365820000","Roseville city,MI","City","32.0000000000","Weather (NRP)","47400","-32",".04","1","1958","RED"
"41.8004330000","-71.3592580000","East Providence city,RI","City","34.0000000000","Weather (NRP)","47483","-34",".98","1","1959","ORANGE"
"38.4832090000","-121.4042710000","Florin CDP,CA","City","2.0000000000","Weather (NRP)","47555","-2",".94","1","1960","RED"
"38.6713200000","-121.3721310000","North Highlands CDP,CA","City","2.0000000000","Weather (NRP)","47661","-2",".94","1","1961","RED"
"38.3324150000","-85.6960870000","Jeffersonville city,IN","City","57.0000000000","Weather (NRP)","47673","-57",".29","1","1962","ORANGE"
"33.8033610000","-116.5382800000","Palm Springs city,CA","City","27.0000000000","Weather (NRP)","47897","-27",".19","1","1963","RED"
"33.3734420000","-104.5293930000","Roswell city,NM","City","22.0000000000","Weather (NRP)","47941","-22",".34","1","1964","RED"
"33.7988640000","-116.9959140000","San Jacinto city,CA","City","22.0000000000","Weather (NRP)","47989","-22",".34","1","1965","RED"
"38.3486920000","-81.6323240000","Charleston city,WV","City","34.0000000000","Weather (NRP)","48006","-34",".98","1","1966","ORANGE"
"34.0904750000","-117.8821430000","Covina city,CA","City","27.0000000000","Weather (NRP)","48095","-27",".19","1","1967","RED"
"39.2089400000","-85.9180960000","Columbus city,IN","City","88.0000000000","Weather (NRP)","48150","-88",".36","1","1968","YELLOW"
"37.5987860000","-120.9680810000","Ceres city,CA","City","12.0000000000","Weather (NRP)","48214","-12",".64","1","1969","RED"
"32.5189860000","-92.0771800000","Monroe city,LA","City","21.0000000000","Weather (NRP)","48241","-21",".37","1","1970","RED"
"43.0928410000","-79.0147430000","Niagara Falls city,NY","City","26.0000000000","Weather (NRP)","48252","-26",".22","1","1971","RED"
"48.2361250000","-101.2775330000","Minot city,ND","City","39.0000000000","Weather (NRP)","48261","-39",".83","1","1972","ORANGE"
